scenario_id,predicted_capacity_kwh,installed_n_modules,installed_capacity_kwh,reference_n_modules,reference_capacity_kwh,excess_capacity_kwh,undersized,oversized,lpsp_target,verified_lpsp,reliability_pass,reference_lpsp,verified_renewable_share,reference_renewable_share,renewable_share_difference,verified_system_lcoe_eur_per_kwh,reference_system_lcoe_eur_per_kwh,extra_system_lcoe_eur_per_kwh,verified_cost_eur,reference_cost_eur,cost_difference_eur,verified_curtailed_kwh,reference_curtailed_kwh,curtailed_difference_kwh,verified_lpsp_battery_alone,reference_lpsp_battery_alone,lean_on_diesel_difference
2422,3229.0383,13,3250.0,13,3250.0,0.0,False,False,0.006608521420846003,0.0,True,0.0,0.8150987317088066,0.8150987317088066,0.0,0.2865538249904346,0.2865538249904346,0.0,631916.9528950205,631916.9528950205,0.0,970629.5874604384,970629.5874604384,0.0,0.18490126829119335,0.18490126829119335,0.0
2423,2638.758,11,2750.0,10,2500.0,250.0,False,True,0.0036483999375780396,0.0,True,0.0,0.9801613167718609,0.9704813997680344,0.009679917003826533,0.37083083947767126,0.37081990500496337,1.093447270789083e-05,577162.877591278,577145.8591260881,17.018465189961717,4105408.0221464382,4121652.7760652206,-16244.753918782342,0.01983868322813913,0.029518600231965644,-0.009679917003826515
2451,2415.8157,10,2500.0,10,2500.0,0.0,False,False,0.003922638875037188,0.0,True,0.0,0.9063119222610021,0.9063119222610021,0.0,0.3113700674049502,0.3113700674049502,0.0,496989.79416788934,496989.79416788934,0.0,1811867.3918673783,1811867.3918673783,0.0,0.09368807773899787,0.09368807773899787,0.0
2460,4189.9873,17,4250.0,17,4250.0,0.0,False,False,0.0032892807940784197,0.0,True,0.0,0.9525612057842575,0.9525612057842575,0.0,0.26807244132173075,0.26807244132173075,0.0,687076.192364505,687076.192364505,0.0,2806771.4295342467,2806771.4295342467,0.0,0.04743879421574253,0.04743879421574253,0.0
2462,3725.1946,15,3750.0,15,3750.0,0.0,False,False,0.008670139594464832,0.0,True,0.0,0.9214377090999937,0.9214377090999937,0.0,0.23787271938820884,0.23787271938820884,0.0,509827.99476407224,509827.99476407224,0.0,1103908.3177327714,1103908.3177327714,0.0,0.07856229090000638,0.07856229090000638,0.0
2463,5510.252,23,5750.0,22,5500.0,250.0,False,True,0.009966607851834008,0.0,True,0.0,0.8873165306666824,0.8811772084123369,0.006139322254345436,0.24848569511564805,0.24789527657499064,0.000590418540657417,647996.9736168638,646457.2897033282,1539.6839135356713,673973.3788877886,691661.705996437,-17688.327108648373,0.11268346933331765,0.11882279158766311,-0.006139322254345464
2464,5677.662,23,5750.0,22,5500.0,250.0,False,True,0.006037871922572768,0.0,True,0.0,0.9066758769125963,0.9018268353367394,0.004849041575856972,0.2517644682051257,0.2516172053992222,0.00014726280590349194,869706.2453357134,869197.5342260282,508.7111096851295,1846891.6224150977,1864360.1122323882,-17468.489817290567,0.09332412308740372,0.09817316466326066,-0.004849041575856944
2470,2688.1077,11,2750.0,11,2750.0,0.0,False,False,0.009309698395051025,0.0,True,0.0,0.7533442577979164,0.7533442577979164,0.0,0.28096108510694284,0.28096108510694284,0.0,496793.6495939025,496793.6495939025,0.0,142045.9086875377,142045.9086875377,0.0,0.24665574220208367,0.24665574220208367,0.0
2480,7739.377,31,7750.0,31,7750.0,0.0,False,False,0.004696345934823154,0.0,True,0.0,0.709737307341796,0.709737307341796,0.0,0.29180133589520785,0.29180133589520785,0.0,1734118.9750066546,1734118.9750066546,0.0,758031.4733152213,758031.4733152213,0.0,0.29026269265820404,0.29026269265820404,0.0
2484,5135.328,21,5250.0,21,5250.0,0.0,False,False,0.005486923624102968,0.0,True,0.0,0.9387891736652327,0.9387891736652327,0.0,0.25480965626759416,0.25480965626759416,0.0,762860.380776486,762860.380776486,0.0,2443979.9527804167,2443979.9527804167,0.0,0.061210826334767224,0.061210826334767224,0.0
2495,5707.8774,23,5750.0,24,6000.0,-250.0,True,False,0.0033450229010379973,0.0,True,0.0,0.644580290695512,0.6476023088879557,-0.003022018192443632,0.31137531322736545,0.3113542206643682,2.1092562997260256e-05,1601477.9371297262,1601369.453017972,108.4841117542237,400440.318940475,383992.47790762666,16447.841032848344,0.3554197093044879,0.3523976911120444,0.0030220181924435208
2498,4041.5627,17,4250.0,17,4250.0,0.0,False,False,0.0027680956752241803,0.0,True,0.0,0.9613498150864421,0.9613498150864421,0.0,0.24563506084481113,0.24563506084481113,0.0,562858.2315546431,562858.2315546431,0.0,2575153.8466861914,2575153.8466861914,0.0,0.038650184913557914,0.038650184913557914,0.0
2519,3011.1033,13,3250.0,12,3000.0,250.0,False,True,0.0020384504145619653,0.0,True,0.0,0.973721483432736,0.9658548970128555,0.007866586419880472,0.32303833307030294,0.32211800631917503,0.000920326751127909,544560.9555771915,543009.5173615653,1551.4382156262873,3138885.969627366,3154003.501063281,-15117.531435915269,0.026278516567263953,0.03414510298714449,-0.007866586419880535
2525,2251.939,10,2500.0,9,2250.0,250.0,False,True,0.006340918304633569,0.0,True,0.0,0.6308873463229241,0.6225772876477899,0.008310058675134235,0.3181684219746737,0.31772437583016844,0.00044404614450527236,711692.9552261406,710699.6935099766,993.26171616395,200297.81095042877,221295.95604958409,-20998.145099155314,0.3691126536770759,0.37742271235221014,-0.008310058675134235
2531,3168.1934,13,3250.0,13,3250.0,0.0,False,False,0.00605858930117964,0.0,True,0.0,0.957940321493288,0.957940321493288,0.0,0.2583109348193518,0.2583109348193518,0.0,485690.5097083035,485690.5097083035,0.0,2043468.5971015308,2043468.5971015308,0.0,0.042059678506712043,0.042059678506712043,0.0
2547,4695.498,19,4750.0,19,4750.0,0.0,False,False,0.00957009410237275,0.0,True,0.0,0.7348167556803215,0.7348167556803215,0.0,0.2901260208311583,0.2901260208311583,0.0,1035054.6492242799,1035054.6492242799,0.0,611224.6005253296,611224.6005253296,0.0,0.26518324431967855,0.26518324431967855,0.0
2555,8014.9326,33,8250.0,32,8000.0,250.0,False,True,0.007543992648262443,0.0,True,0.0,0.8326283452358358,0.8291846678708679,0.0034436773649679786,0.26186489134513735,0.26170793730934566,0.00015695403579168987,1152041.6900806273,1151351.19051908,690.4995615473017,911977.3032631837,928842.7590569912,-16865.455793807516,0.16737165476416418,0.17081533212913214,-0.003443677364967951
2559,3228.4475,13,3250.0,13,3250.0,0.0,False,False,0.005495655602510974,0.0,True,0.0,0.9633711697316538,0.9633711697316538,0.0,0.2929549791190008,0.2929549791190008,0.0,587771.6679470909,587771.6679470909,0.0,3046003.7518406254,3046003.7518406254,0.0,0.03662883026834615,0.03662883026834615,0.0
2570,2601.1301,11,2750.0,10,2500.0,250.0,False,True,0.006101717026045783,0.0,True,0.0,0.5288729462427146,0.5242665077444392,0.004606438498275467,0.3325782041306182,0.33253573773569167,4.2466394926554685e-05,1721703.1030123846,1721483.2614141959,219.8415981887374,534880.0063202545,559771.7208205536,-24891.714500299073,0.47112705375728536,0.47573349225556083,-0.004606438498275467
2575,8643.776,35,8750.0,35,8750.0,0.0,False,False,0.002812698768623223,0.0,True,0.0,0.8230086331604233,0.8230086331604233,0.0,0.2584430838007799,0.2584430838007799,0.0,1258385.3359867185,1258385.3359867185,0.0,618735.7753012048,618735.7753012048,0.0,0.17699136683957672,0.17699136683957672,0.0
2577,1491.8949,6,1500.0,6,1500.0,0.0,False,False,0.003323465885714416,0.0,True,0.0,0.41996500648216695,0.41996500648216695,0.0,0.35215119944656725,0.35215119944656725,0.0,1772241.6596798485,1772241.6596798485,0.0,206589.43207062408,206589.43207062408,0.0,0.580034993517833,0.580034993517833,0.0
2591,2312.291,10,2500.0,10,2500.0,0.0,False,False,0.002187517341477374,0.0,True,0.0,0.9823225102206681,0.9823225102206681,0.0,0.35732706207963255,0.35732706207963255,0.0,548390.6229162827,548390.6229162827,0.0,4084430.910846725,4084430.910846725,0.0,0.017677489779331944,0.017677489779331944,0.0
2594,1071.0035,5,1250.0,4,1000.0,250.0,False,True,0.008969158054967785,0.0,True,0.0,0.47821626064216116,0.47054933432210166,0.007666926320059497,0.34698486336122925,0.34666648984301457,0.0003183735182146763,1053667.4166263454,1052700.6315072197,966.7851191256195,284712.57737080794,310050.0394992429,-25337.46212843497,0.5217837393578388,0.5294506656778983,-0.007666926320059497
2605,3416.0718,14,3500.0,13,3250.0,250.0,False,True,0.0070485751244764305,0.0,True,0.0,0.970237064056354,0.9626797767568976,0.007557287299456372,0.29861567317647036,0.29851808532734986,9.758784912050622e-05,647303.8373525072,647092.2979227689,211.53942973830272,3604606.1723111854,3622774.744642947,-18168.572331761476,0.029762935943645957,0.03732022324310238,-0.007557287299456421
2614,6394.468,26,6500.0,25,6250.0,250.0,False,True,0.006935140372329562,0.0,True,0.0,0.907213373087576,0.901517718398007,0.0056956546895690074,0.24134868684934532,0.24106138210048744,0.0002873047488578806,732569.8578343281,731697.7967439053,872.0610904227942,1200793.6703899568,1219875.565842481,-19081.895452524303,0.092786626912424,0.09848228160199296,-0.005695654689568966
2623,2833.2458,12,3000.0,11,2750.0,250.0,False,True,0.0035438462609608257,0.0,True,0.0,0.9722581924302691,0.9639366800157205,0.008321512414548593,0.3245845085961381,0.32406784130606664,0.0005166672900714375,566450.6298409597,565548.9647764593,901.665064500412,3287523.3451763066,3303259.216606755,-15735.871430448256,0.027741807569730863,0.03606331998427944,-0.008321512414548576
2642,4078.909,17,4250.0,16,4000.0,250.0,False,True,0.00817380060544004,0.0,True,0.0,0.9660330613299505,0.9582550605241494,0.007778000805801044,0.27052810383537845,0.2701185716913045,0.0004095321440739652,548028.8064252342,547199.1868443931,829.6195808410412,2807944.00962917,2825261.437573623,-17317.427944452967,0.03396693867004949,0.04174493947585059,-0.0077780008058011
2653,8174.8228,33,8250.0,33,8250.0,0.0,False,False,0.005348130438666998,0.0,True,0.0,0.8709187780313581,0.8709187780313581,0.0,0.2409683870948364,0.2409683870948364,0.0,1131352.2456025826,1131352.2456025826,0.0,1071048.767869839,1071048.767869839,0.0,0.1290812219686419,0.1290812219686419,0.0
2654,6162.571,25,6250.0,25,6250.0,0.0,False,False,0.005188412485209626,0.0,True,0.0,0.7388091307845948,0.7388091307845948,0.0,0.28854227167022467,0.28854227167022467,0.0,1239497.2757132659,1239497.2757132659,0.0,617987.7208777273,617987.7208777273,0.0,0.26119086921540524,0.26119086921540524,0.0
2659,5595.884,23,5750.0,23,5750.0,0.0,False,False,0.008998557497701176,0.0,True,0.0,0.9035742947135267,0.9035742947135267,0.0,0.23551415912228385,0.23551415912228385,0.0,714897.7693393375,714897.7693393375,0.0,1057949.8618050825,1057949.8618050825,0.0,0.09642570528647336,0.09642570528647336,0.0
2662,2457.803,10,2500.0,10,2500.0,0.0,False,False,0.006187305638750029,0.0,True,0.0,0.8799111906850184,0.8799111906850184,0.0,0.31455151777196844,0.31455151777196844,0.0,543434.6851171982,543434.6851171982,0.0,1807366.1140838852,1807366.1140838852,0.0,0.12008880931498156,0.12008880931498156,0.0
2663,4589.457,19,4750.0,19,4750.0,0.0,False,False,0.0038929952326464123,0.0,True,0.0,0.950154722920833,0.950154722920833,0.0,0.25503490524820305,0.25503490524820305,0.0,639862.1148875969,639862.1148875969,0.0,2458248.932516704,2458248.932516704,0.0,0.04984527707916701,0.04984527707916701,0.0
2664,6003.3203,25,6250.0,24,6000.0,250.0,False,True,0.006297770216591614,0.0,True,0.0,0.8030152249122349,0.7987278649044152,0.004287360007819707,0.2584754718896937,0.25832324466625695,0.00015222722343677386,968766.1677527635,968195.6200609521,570.5476918113418,401926.3151538209,419021.9634462768,-17095.64829245588,0.1969847750877651,0.2012721350955849,-0.00428736000781979
2669,3475.4783,14,3500.0,14,3500.0,0.0,False,False,0.003021165903179801,0.0,True,0.0,0.9421211588384729,0.9421211588384729,0.0,0.28078379136561105,0.28078379136561105,0.0,540176.5618840221,540176.5618840221,0.0,1963634.287455838,1963634.287455838,0.0,0.05787884116152712,0.05787884116152712,0.0
2672,4535.5327,19,4750.0,18,4500.0,250.0,False,True,0.005712409859976009,0.0,True,0.0,0.9578981767320421,0.9514213869414406,0.0064767897906015115,0.27020196394738877,0.2699046413697158,0.0002973225776729538,637735.265386484,637033.5195878688,701.7457986151567,2725504.4665384796,2742399.848706144,-16895.382167664357,0.04210182326795782,0.04857861305855933,-0.0064767897906015115
2680,3332.6675,14,3500.0,14,3500.0,0.0,False,False,0.004314324835384853,0.0,True,0.0,0.834594474824662,0.834594474824662,0.0,0.2425137441078158,0.2425137441078158,0.0,498416.4922500308,498416.4922500308,0.0,281538.4665042163,281538.4665042163,0.0,0.165405525175338,0.165405525175338,0.0
2683,8902.981,36,9000.0,35,8750.0,250.0,False,True,0.006170569118209235,0.0,True,0.0,0.898329877899952,0.8947802979567131,0.003549579943238901,0.24504370242461382,0.24483392851218394,0.00020977391242987808,1166809.5314996438,1165810.6639586245,998.8675410193391,1825071.534030248,1843760.8140023614,-18689.279972113436,0.10167012210004794,0.10521970204328691,-0.00354957994323897
2685,2396.7544,10,2500.0,10,2500.0,0.0,False,False,0.0038894130345248357,0.0,True,0.0,0.5454155136655965,0.5454155136655965,0.0,0.34266898204158397,0.34266898204158397,0.0,1523698.6063358753,1523698.6063358753,0.0,761201.2506639448,761201.2506639448,0.0,0.45458448633440346,0.45458448633440346,0.0
2686,3724.0664,15,3750.0,14,3500.0,250.0,False,True,0.004338524124169796,0.0,True,0.0,0.6143317486928647,0.609631942989497,0.004699805703367699,0.3189297980147621,0.3188891321704642,4.066584429790465e-05,1411557.5964441195,1411377.6126928618,179.9837512576487,618652.7992645393,640992.687591288,-22339.88832674874,0.38566825130713533,0.39036805701050303,-0.004699805703367699
2688,4801.429,20,5000.0,19,4750.0,250.0,False,True,0.006896883138677756,0.0,True,0.0,0.9101435208480163,0.9030756740221725,0.0070678468258438265,0.24138223111622745,0.24086031790093704,0.0005219132152904093,553546.5913653651,552349.7208253234,1196.8705400417093,839314.458929041,856394.0341704906,-17079.575241449522,0.0898564791519837,0.09692432597782755,-0.00706784682584384
2704,6704.209,27,6750.0,27,6750.0,0.0,False,False,0.006564887677746767,0.0,True,0.0,0.7854936617882771,0.7854936617882771,0.0,0.26623519054549627,0.26623519054549627,0.0,951682.5312108158,951682.5312108158,0.0,319984.09540264844,319984.09540264844,0.0,0.21450633821172294,0.21450633821172294,0.0
2710,7164.998,29,7250.0,28,7000.0,250.0,False,True,0.00895909409401019,0.0,True,0.0,0.7417255909658758,0.737947906183626,0.003777684782249713,0.2885142546230218,0.28830860669086733,0.00020564793215449573,1204904.9818380708,1204046.1465674136,858.8352706572041,276276.45774470526,293886.81156987627,-17610.353825171012,0.25827440903412424,0.26205209381637395,-0.003777684782249713
2722,2980.9558,12,3000.0,12,3000.0,0.0,False,False,0.0012489543138559656,0.0,True,0.0,0.9397358339018831,0.9397358339018831,0.0,0.24184825896088533,0.24184825896088533,0.0,367907.3656714089,367907.3656714089,0.0,1138387.979657746,1138387.979657746,0.0,0.06026416609811688,0.06026416609811688,0.0
2753,4113.9287,17,4250.0,18,4500.0,-250.0,True,False,0.007739405575809655,0.0,True,0.0,0.6339567595914843,0.637949907487144,-0.003993147895659632,0.31319232498354516,0.3128596402954722,0.0003326846880729595,1325746.8290899356,1324338.5708565237,1408.258233411936,465939.4746516027,448340.3809428692,17599.093708733504,0.3660432404085157,0.3620500925128561,0.003993147895659632
2758,3994.5413,16,4000.0,16,4000.0,0.0,False,False,0.007439132104054003,0.0,True,0.0,0.7377231956090495,0.7377231956090495,0.0,0.29480699263467813,0.29480699263467813,0.0,904788.615902791,904788.615902791,0.0,695073.2419896633,695073.2419896633,0.0,0.26227680439095047,0.26227680439095047,0.0
2767,6213.1553,25,6250.0,24,6000.0,250.0,False,True,0.009970179514773636,0.0,True,0.0,0.907413050536289,0.901440851709949,0.005972198826339925,0.23862221814871223,0.2385730726445632,4.914550414902852e-05,707061.9903425211,706916.3671970756,145.6231454454828,1187227.5126937763,1206090.9718762746,-18863.459182498278,0.09258694946371104,0.098559148290051,-0.005972198826339953
2776,1641.8019,7,1750.0,7,1750.0,0.0,False,False,0.008055959513252553,0.0,True,0.0,0.6168770771994436,0.6168770771994436,0.0,0.32192270621409724,0.32192270621409724,0.0,684115.0744770912,684115.0744770912,0.0,404291.02712684614,404291.02712684614,0.0,0.38312292280055643,0.38312292280055643,0.0
2778,3298.1504,14,3500.0,13,3250.0,250.0,False,True,0.0016656700034998195,0.0,True,0.0,0.9662567255860446,0.9581734604717973,0.008083265114247284,0.32056141808958605,0.32006655226588065,0.0004948658237053927,568671.7599598094,567793.8744657045,877.8854941048194,2918321.633289059,2934282.595510775,-15960.962221716065,0.03374327441395547,0.04182653952820272,-0.00808326511424725
2787,3917.8508,16,4000.0,16,4000.0,0.0,False,False,0.008670041646006377,0.0,True,0.0,0.9169911539170034,0.9169911539170034,0.0,0.23621951798249952,0.23621951798249952,0.0,463811.6517846576,463811.6517846576,0.0,868259.2946040352,868259.2946040352,0.0,0.08300884608299665,0.08300884608299665,0.0
2792,4338.7515,18,4500.0,18,4500.0,0.0,False,False,0.0011402355308204326,0.0,True,0.0,0.9243492116106526,0.9243492116106526,0.0,0.24479791750259608,0.24479791750259608,0.0,626490.6460791758,626490.6460791758,0.0,1568332.15955914,1568332.15955914,0.0,0.07565078838934737,0.07565078838934737,0.0
2801,6227.9053,25,6250.0,25,6250.0,0.0,False,False,0.008978121818921547,0.0,True,0.0,0.8582775084739701,0.8582775084739701,0.0,0.24677057961806723,0.24677057961806723,0.0,876181.9645885512,876181.9645885512,0.0,853512.8614600365,853512.8614600365,0.0,0.14172249152602992,0.14172249152602992,0.0
2807,2319.7935,10,2500.0,9,2250.0,250.0,False,True,0.0020770325560147684,0.0,True,0.0,0.6048753459875743,0.5974119475298927,0.007463398457681625,0.31860957979134413,0.3185035889063353,0.00010599088500884424,922202.5577325902,921895.7713976799,306.7863349103136,310176.8769980562,333307.31022929476,-23130.433231238567,0.3951246540124257,0.4025880524701073,-0.007463398457681625
2819,2731.8772,11,2750.0,11,2750.0,0.0,False,False,0.0029411753894440507,0.0,True,0.0,0.9684555622275883,0.9684555622275883,0.0,0.2732330655061487,0.2732330655061487,0.0,451170.06820478063,451170.06820478063,0.0,2495661.6698650466,2495661.6698650466,0.0,0.03154443777241172,0.03154443777241172,0.0
2834,6729.9067,27,6750.0,25,6250.0,500.0,False,True,0.0017871498405590547,0.0,True,0.0,0.6751829558261728,0.6691758082133646,0.0060071476128081835,0.29375839336688747,0.29367685782015357,8.153554673390184e-05,1504177.8465260735,1503760.3470916036,417.4994344699662,212453.478291789,247026.53240836234,-34573.05411657333,0.3248170441738271,0.33082419178663536,-0.006007147612808239
2835,6700.666,27,6750.0,27,6750.0,0.0,False,False,0.006995019456497165,0.0,True,0.0,0.8922491682820204,0.8922491682820204,0.0,0.2537622709116944,0.2537622709116944,0.0,1008884.8912033744,1008884.8912033744,0.0,1936664.2447245605,1936664.2447245605,0.0,0.1077508317179796,0.1077508317179796,0.0
2843,5452.5127,22,5500.0,22,5500.0,0.0,False,False,0.0025040881651560154,0.0,True,0.0,0.9296708354098565,0.9296708354098565,0.0,0.2468190053294276,0.2468190053294276,0.0,657580.3410939715,657580.3410939715,0.0,1636904.6605558218,1636904.6605558218,0.0,0.07032916459014346,0.07032916459014346,0.0
2847,4490.3345,18,4500.0,18,4500.0,0.0,False,False,0.009700157081969252,0.0,True,0.0,0.9506324928531324,0.9506324928531324,0.0,0.2559095511935286,0.2559095511935286,0.0,599400.0927379503,599400.0927379503,0.0,2460050.0427697524,2460050.0427697524,0.0,0.049367507146867565,0.049367507146867565,0.0
2850,5227.746,21,5250.0,21,5250.0,0.0,False,False,0.009268170327809577,0.0,True,0.0,0.6004167864344467,0.6004167864344467,0.0,0.31775762293918075,0.31775762293918075,0.0,1924950.9088780624,1924950.9088780624,0.0,463646.90418237867,463646.90418237867,0.0,0.39958321356555326,0.39958321356555326,0.0
2860,2849.4922,12,3000.0,12,3000.0,0.0,False,False,0.007567342968867963,0.0,True,0.0,0.878848699376105,0.878848699376105,0.0,0.2654877851448907,0.2654877851448907,0.0,484334.1908927413,484334.1908927413,0.0,863180.6086659209,863180.6086659209,0.0,0.12115130062389502,0.12115130062389502,0.0
2865,1569.7502,7,1750.0,6,1500.0,250.0,False,True,0.005303687396683188,0.0,True,0.0,0.436934092864967,0.43286869591364674,0.004065396951320244,0.37091631859171986,0.3707563314768968,0.00015998711482306804,1839050.8478413033,1838257.6111342313,793.2367070720065,679937.566599908,701364.1480502185,-21426.58145031042,0.563065907135033,0.5671313040863533,-0.004065396951320244
2876,6723.464,27,6750.0,27,6750.0,0.0,False,False,0.0058180948994828174,0.0,True,0.0,0.878318264713296,0.878318264713296,0.0,0.2550404215541427,0.2550404215541427,0.0,1027843.1715014395,1027843.1715014395,0.0,1610552.374003279,1610552.374003279,0.0,0.12168173528670405,0.12168173528670405,0.0
2887,3565.07,15,3750.0,14,3500.0,250.0,False,True,0.005407762293158425,0.0,True,0.0,0.9714981111520637,0.9638920504094489,0.0076060607426148286,0.2713385468347005,0.27116682070236797,0.000171726132332517,593545.5157733681,593169.8696406084,375.6461327596335,3342409.1458343053,3360669.4898181683,-18260.343983863015,0.028501888847936287,0.036107949590551074,-0.007606060742614787
2890,5319.003,22,5500.0,22,5500.0,0.0,False,False,0.0019772654378880095,0.0,True,0.0,0.9052477209335001,0.9052477209335001,0.0,0.23030617125511008,0.23030617125511008,0.0,664594.0177983523,664594.0177983523,0.0,1115231.335369946,1115231.335369946,0.0,0.09475227906649986,0.09475227906649986,0.0
2915,5698.414,23,5750.0,23,5750.0,0.0,False,False,0.0062651967610636294,0.0,True,0.0,0.921190426149351,0.921190426149351,0.0,0.24302583145371998,0.24302583145371998,0.0,685572.2502073733,685572.2502073733,0.0,1451605.340098801,1451605.340098801,0.0,0.07880957385064905,0.07880957385064905,0.0
2925,7651.7812,31,7750.0,30,7500.0,250.0,False,True,0.005751163148631999,0.0,True,0.0,0.9216210138680998,0.9176390998965805,0.0039819139715192575,0.2413229394613993,0.2409492003073142,0.00037373915408508984,973820.3731453125,972312.208180546,1508.1649647665909,2013017.779422218,2030340.3731109146,-17322.593688696623,0.07837898613190022,0.08236090010341945,-0.00398191397151923
2932,8420.719,34,8500.0,34,8500.0,0.0,False,False,0.007724715382280811,0.0,True,0.0,0.8344719651237087,0.8344719651237087,0.0,0.26432599621731634,0.26432599621731634,0.0,1215828.135534254,1215828.135534254,0.0,1015362.6444149276,1015362.6444149276,0.0,0.16552803487629125,0.16552803487629125,0.0
2934,2984.7986,12,3000.0,12,3000.0,0.0,False,False,0.0023992992866064267,0.0,True,0.0,0.973062295279083,0.973062295279083,0.0,0.30743387319619686,0.30743387319619686,0.0,506218.99559141573,506218.99559141573,0.0,3401670.8075803947,3401670.8075803947,0.0,0.026937704720917065,0.026937704720917065,0.0
2937,5837.941,24,6000.0,24,6000.0,0.0,False,False,0.0033058383932720314,0.0,True,0.0,0.7924762594202005,0.7924762594202005,0.0,0.256882028482187,0.256882028482187,0.0,900086.5392167647,900086.5392167647,0.0,300024.1594442973,300024.1594442973,0.0,0.20752374057979947,0.20752374057979947,0.0
2943,1745.0724,7,1750.0,7,1750.0,0.0,False,False,0.009970007115475354,0.0,True,0.0,0.4439561385221603,0.4439561385221603,0.0,0.369310556916886,0.369310556916886,0.0,1886947.0137441834,1886947.0137441834,0.0,484609.00649248506,484609.00649248506,0.0,0.5560438614778397,0.5560438614778397,0.0
2945,2998.609,12,3000.0,12,3000.0,0.0,False,False,0.006083393544028426,0.0,True,0.0,0.9654808843524127,0.9654808843524127,0.0,0.31131950679116904,0.31131950679116904,0.0,566891.6352465149,566891.6352465149,0.0,3097047.052606808,3097047.052606808,0.0,0.03451911564758729,0.03451911564758729,0.0
2962,6286.044,26,6500.0,25,6250.0,250.0,False,True,0.0059337822490656,0.0,True,0.0,0.9363712532289443,0.9317127885257697,0.0046584647031746584,0.2622405790016,0.26206328744557156,0.00017729155602846935,904396.0230243636,903784.5929444026,611.4300799609628,2797347.7146087927,2814107.7574412324,-16760.042832439765,0.06362874677105565,0.06828721147423039,-0.004658464703174742
2968,4682.8604,19,4750.0,19,4750.0,0.0,False,False,0.008937824062847044,0.0,True,0.0,0.7939627552497355,0.7939627552497355,0.0,0.2559240205086873,0.2559240205086873,0.0,700423.7657008511,700423.7657008511,0.0,247303.93650212584,247303.93650212584,0.0,0.20603724475026453,0.20603724475026453,0.0
2978,3523.7234,15,3750.0,14,3500.0,250.0,False,True,0.0014926005375800466,0.0,True,0.0,0.9704980539654103,0.9630385344563693,0.007459519509041002,0.29372290223407355,0.2928334757194475,0.000889426514626035,550507.177677082,548840.1790311006,1666.9986459814245,2897420.9812520943,2912864.3574829297,-15443.376230835449,0.02950194603458968,0.036961465543630674,-0.007459519509040995
2984,5452.88,22,5500.0,23,5750.0,-250.0,True,False,0.00598269087377401,0.0,True,0.0,0.6539369785274107,0.656925751910377,-0.0029887733829663254,0.3193061364118621,0.31919552611241486,0.00011061029944725576,1596662.4068060834,1596109.3096783,553.0971277833451,877195.9402413778,861441.6811111437,15754.259130234132,0.3460630214725892,0.34307424808962295,0.00298877338296627
2997,6802.279,28,7000.0,27,6750.0,250.0,False,True,0.004760902540796197,0.0,True,0.0,0.8972898576281763,0.8924100042205467,0.004879853407629531,0.2351869574394146,0.23496975765789888,0.0002171997815157145,818697.8029362506,817941.7194107814,756.0835254691774,1096143.6675304011,1114890.6336082073,-18746.966077806195,0.10271014237182369,0.10758999577945323,-0.004879853407629545
3001,3452.8157,14,3500.0,11,2750.0,750.0,False,True,0.003267637780904553,0.0,True,0.0,0.6429890473465761,0.6264528948068335,0.01653615253974261,0.3193534146154525,0.31886938866920045,0.00048402594625207573,1227679.9815328529,1225819.256275001,1860.725257851882,1031151.5542432533,1102315.4476187406,-71163.8933754873,0.35701095265342386,0.3735471051931664,-0.016536152539742555
3002,6466.177,26,6500.0,26,6500.0,0.0,False,False,0.008675196064479418,0.0,True,0.0,0.8179790825826571,0.8179790825826571,0.0,0.25949355328691187,0.25949355328691187,0.0,900126.6055259793,900126.6055259793,0.0,481112.3498494311,481112.3498494311,0.0,0.18202091741734291,0.18202091741734291,0.0
3017,6677.399,27,6750.0,27,6750.0,0.0,False,False,0.009643528111808353,0.0,True,0.0,0.781406421331576,0.781406421331576,0.0,0.2721092694905994,0.2721092694905994,0.0,1139945.4693164004,1139945.4693164004,0.0,670080.4828079795,670080.4828079795,0.0,0.21859357866842397,0.21859357866842397,0.0
3018,8625.855,35,8750.0,35,8750.0,0.0,False,False,0.004027630985089181,0.0,True,0.0,0.86412664510364,0.86412664510364,0.0,0.25881946566111147,0.25881946566111147,0.0,1190369.421178887,1190369.421178887,0.0,1384446.2706300463,1384446.2706300463,0.0,0.13587335489636004,0.13587335489636004,0.0
3021,6089.7676,25,6250.0,24,6000.0,250.0,False,True,0.0019073346523299506,0.0,True,0.0,0.9367906166545324,0.9321091779169841,0.004681438737548338,0.26744631423032794,0.2670899241515654,0.00035639007876253626,886644.3300217758,885462.8172253845,1181.5127963912673,2758480.969326809,2774966.5742801237,-16485.604953314643,0.06320938334546754,0.06789082208301589,-0.004681438737548352
3027,6804.824,28,7000.0,27,6750.0,250.0,False,True,0.0031266496422481804,0.0,True,0.0,0.7810557338754895,0.777630854066361,0.0034248798091285337,0.2768491661053147,0.27663039453138333,0.00021877157393135338,1237386.2706057285,1236408.4640051536,977.8066005748697,973176.1462342113,989155.894265883,-15979.748031671741,0.21894426612451048,0.22236914593363902,-0.0034248798091285337
